Ações por Índice
Dados de 1 a 4 de 2024
Empresa;Código;Índices dos quais participa
M.DIASBRANCO;ON   NM;MDIA3;AGFS,GPTW,IBRA,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,SMLL;
MAGAZ LUIZA;ON   NM;MGLU3;GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX;
MARCOPOLO;ON   N2;POMO3;IGCX,ITAG;
MARCOPOLO;PN   N2;POMO4;IBRA,IBXX,IDIV,IGCT,IGCX,INDX,ITAG,SMLL;
MARFRIG;ON   NM;MRFG3;AGFS,IBOV,IBRA,IBSD,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,IVBX,SMLL;
MASTERCARD;DRN;MSCD34;BDRX;
MATER DEI;ON   NM;MATD3;GPTW,IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
MCDONALDS;DRN;MCDC34;BDRX;
MEDICAL P TR;DRN;M2PW34;BDRX;
MELIUZ;ON   NM;CASH3;GPTW,IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
MELNICK;ON   NM;MELK3;IGCX,IGNM,ITAG;
MERCADOLIBRE;DRN;MELI34;BDRX;
MERCANTIL;ON   N1;BMEB3;IGCX;
MERCANTIL;PN   N1;BMEB4;IGCX;
MERCK;DRN;MRCK34;BDRX;
META PLAT;DRN;M1TA34;BDRX;
METAL LEVE;ON   NM;LEVE3;IBRA,ICON,IDIV,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
MICRON TECHN;DRN;MUTC34;BDRX;
MICROSOFT;DRN;MSFT34;BDRX;
MILLS;ON   NM;MILS3;IBRA,IDVR,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
MINERVA;ON   NM;BEEF3;AGFS,GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IDIV,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,IVBX,SMLL;
MITRE REALTY;ON   NM;MTRE3;IBRA,ICON,IDIV,IDVR,IGCT,IGCX,IGNM,IMOB,ISEE,ITAG,SMLL;
MOBLY;ON   NM;MBLY3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
MODERNA INC;DRN;M1RN34;BDRX;
MONSTER BEVE;DRN;M1NS34;BDRX;
MORGAN STAN;DRN;MSBR34;BDRX;
MOSAIC CO;DRN;MOSC34;BDRX;
MOURA DUBEUX;ON   NM;MDNE3;IGCX,IGNM,ITAG;
MOVIDA;ON   NM;MOVI3;IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
MRV;ON   NM;MRVE3;IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,IMOB,INDX,ISEE,ITAG,IVBX,SMLL;
MULTILASER;ON   NM;MLAS3;IBRA,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
MULTIPLAN;ON   N2;MULT3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IMOB,ITAG,IVBX,MLCX;
NASDAQ INC;DRN;N1DA34;BDRX;
NEOENERGIA;ON   NM;NEOE3;IBRA,IDVR,IEEX,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX,UTIL;
NEOGRID;ON   NM;NGRD3;IGCX,IGNM,ITAG;
NETFLIX;DRN;NFLX34;BDRX;
NEW ORIENTAL;DRN;E1DU34;BDRX;
NEWMONT GOLD;DRN;N1EM34;BDRX;
NEXTERA ENER;DRN;NEXT34;BDRX;
NIKE;DRN;NIKE34;BDRX;
NOVO NORDISK;DRN;N1VO34;BDRX;
NVIDIA CORP;DRN;NVDC34;BDRX;
OCCIDENT PTR;DRN;OXYP34;BDRX;
OCEANPACT;ON   NM;OPCT3;IGCX,IGNM,ITAG;
ODONTOPREV;ON   NM;ODPV3;GPTW,IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
ONCOCLINICAS;ON   NM;ONCO3;IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
ORACLE;DRN;ORCL34;BDRX;
ORIZON;ON   NM;ORVR3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL,UTIL;
OUROFINO S/A;ON   NM;OFSA3;IGCX,IGNM,ITAG;
P.ACUCAR-CBD;ON   NM;PCAR3;AGFS,IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
PADTEC;ON   NM;PDTC3;IGCX,IGNM,ITAG;
PAGSEGURO;DRN;PAGS34;BDRX;
PAGUE MENOS;ON   NM;PGMN3;IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
PALANTIRTECH;DRN;P2LT34;BDRX;
PALOALTO NET;DRN;P2AN34;BDRX;
PAYPAL HOLD;DRN;PYPL34;BDRX;
PDD HOLDING;DRN;P1DD34;BDRX;
PEPSICO INC;DRN;PEPB34;BDRX;
PETROBRAS;ON   N2;PETR3;IBOV,IBRA,IBXL,IBXX,ICO2,IDIV,IDVR,IGCT,IGCX,ITAG,MLCX;
PETROBRAS;PN   N2;PETR4;IBOV,IBRA,IBSD,IBXL,IBXX,ICO2,IDIV,IDVR,IGCT,IGCX,ITAG,MLCX;
PETRORECSA;ON   NM;RECV3;IBOV,IBRA,IBXX,IGCT,IGCX,IGNM,ITAG,SMLL;
PETRORIO;ON   NM;PRIO3;IBOV,IBRA,IBXL,IBXX,IGCT,IGCX,IGNM,ITAG,MLCX;
PETTENATI;PN;PTNT4;ITAG;
PETZ;ON   NM;PETZ3;IBOV,IBRA,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,IVBX,SMLL;
PFIZER;DRN;PFIZ34;BDRX;
PG;DRN;PGCO34;BDRX;
PINE;PN   N2;PINE4;IGCX,ITAG;
PLANOEPLANO;ON   NM;PLPL3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,INDX,ITAG,SMLL;
PORTO SEGURO;ON   NM;PSSA3;IBRA,IBXX,ICO2,IDIV,IFNC,IGCT,IGCX,IGNM,ISEE,ITAG,MLCX;
PORTOBELLO;ON   NM;PTBL3;IBRA,IGCT,IGCX,IGNM,ITAG,SMLL;
POSITIVO TEC;ON   NM;POSI3;GPTW,IBRA,IDVR,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
PRINER;ON   NM;PRNR3;IGCX,IGNM,ITAG;
PROFARMA;ON   NM;PFRM3;IGCX,IGNM,ITAG;
PROLOGIS INC;DRN;P1LD34;BDRX;
QUALCOMM;DRN;QCOM34;BDRX;
QUALICORP;ON   NM;QUAL3;GPTW,IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
QUERO-QUERO;ON   NM;LJQQ3;IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
RAIADROGASIL;ON   NM;RADL3;GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
RAIZEN;PN   N2;RAIZ4;AGFS,IBOV,IBRA,IBXX,ICO2,IGCT,IGCX,ISEE,ITAG,IVBX,MLCX;
RANDON PART;ON   N1;RAPT3;IGCX;
RANDON PART;PN   N1;RAPT4;AGFS,IBRA,IGCT,IGCX,INDX,ITAG,SMLL;
REALTY INCOM;DRN;R1IN34;BDRX;
RECRUSUL;ON;RCSL3;AGFS,IBRA,SMLL;
REDE D OR;ON   NM;RDOR3;GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
RIO TINTO;DRN;RIOT34;BDRX;
RNI;ON   NM;RDNI3;IGCX,IGNM,ITAG;
ROBLOX CORP;DRN;R2BL34;BDRX;
ROMI;ON   NM;ROMI3;IBRA,IDIV,IGCT,IGCX,IGNM,ITAG,SMLL;
RUMO S.A.;ON   NM;RAIL3;AGFS,IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
SABESP;ON   NM;SBSP3;IBOV,IBRA,IBXL,IBXX,IDVR,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX,UTIL;
SALESFOR INC;DRN;SSFO34;BDRX;
SANEPAR;UNT  N2;SAPR11;IBRA,IDVR,IGCT,IGCX,ISEE,ITAG,SMLL,UTIL;
SANTANDER;DRN;BCSA34;BDRX;
SANTANDER BR;UNT;SANB11;GPTW,IBOV,IBRA,IBSD,IBXX,ICO2,IDIV,IDVR,IFNC,ISEE,ITAG,MLCX;
SANTOS BRP;ON   NM;STBP3;GPTW,IBRA,IBXX,ICO2,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
SAO CARLOS;ON   NM;SCAR3;IGCX,IGNM,ITAG;
SAO MARTINHO;ON   NM;SMTO3;AGFS,GPTW,IBOV,IBRA,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
SCHWAB;DRN;SCHW34;BDRX;
SEA LTD;DRN;S2EA34;BDRX;
SER EDUCA;ON   NM;SEER3;IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
SERENA;ON   NM;SRNA3;IBRA,IEEX,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL,UTIL;
SHOPIFY INC;DRN;S2HO34;BDRX;
SIBANYE STIL;DRN;S1BS34;BDRX;
SID NACIONAL;ON;CSNA3;IBOV,IBRA,IBSD,IBXL,IBXX,ICO2,IDIV,IMAT,INDX,IVBX,MLCX;
SIMON PROP;DRN;SIMN34;BDRX;
SIMPAR;ON   NM;SIMH3;IBRA,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
SL GREEN REA;DRN;S1LG34;BDRX;
SLC AGRICOLA;ON   NM;SLCE3;AGFS,GPTW,IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
SMART FIT;ON   NM;SMFT3;IBRA,IBXX,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
SONY GROUP;DRN;SNEC34;BDRX;
SPOTIFY TECH;DRN;S1PO34;BDRX;
SPRINGS;ON   NM;SGPS3;IGCX,IGNM,ITAG;
STAG INDUSTR;DRN;S2TA34;BDRX;
STARBUCKS;DRN;SBUB34;BDRX;
SUN COMMUN;DRN;S2UI34;BDRX;
SUZANO S.A.;ON   NM;SUZB3;AGFS,IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,IMAT,INDX,ISEE,ITAG,IVBX,MLCX;
SYN PROP TEC;ON   NM;SYNE3;IGCX,IGNM,ITAG;
TAESA;UNT  N2;TAEE11;GPTW,IBOV,IBRA,IBSD,IBXX,ICO2,IDIV,IEEX,IGCT,IGCX,ITAG,SMLL,UTIL;
TAIWANSMFAC;DRN;TSMC34;BDRX;
TAKE-TWO INT;DRN;T1TW34;BDRX;
TAL EDUCATIO;DRN;T1AL34;BDRX;
TAURUS ARMAS;ON   N2;TASA3;IGCX,ITAG;
TAURUS ARMAS;PN   N2;TASA4;IBRA,IDIV,IGCT,IGCX,ITAG,SMLL;
TC;ON   NM;TRAD3;IGCX,IGNM,ITAG;
TECHNOS;ON   NM;TECN3;IGCX,IGNM,ITAG;
TECNISA;ON   NM;TCSA3;IGCX,IGNM,ITAG;
TEGMA;ON   NM;TGMA3;GPTW,IBRA,IDIV,IGCT,IGCX,IGNM,ITAG,SMLL;
TELADOCHEALT;DRN;T2DH34;BDRX;
TELEF BRASIL;ON;VIVT3;GPTW,IBOV,IBRA,IBSD,IBXX,ICO2,IDIV,ISEE,IVBX,MLCX;
TELEFONIC;DRN;TLNC34;BDRX;
TENDA;ON   NM;TEND3;IBRA,IBXX,ICON,IDVR,IGCT,IGCX,IGNM,IMOB,INDX,ITAG,SMLL;
TERRASANTAPA;ON   NM;LAND3;IGCX,IGNM,ITAG;
TESLA INC;DRN;TSLA34;BDRX;
TEXAS INC;DRN;TEXA34;BDRX;
TIM;ON   NM;TIMS3;GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,IDVR,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
TIME FOR FUN;ON   NM;SHOW3;IGCX,IGNM,ITAG;
TOTVS;ON   NM;TOTS3;GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,IDVR,IGCT,IGCX,IGNM,ITAG,IVBX,MLCX;
TOYOTAMO;DRN;TMCO34;BDRX;
TRACK FIELD;PN   N2;TFCO4;IGCX,ITAG;
TRADE DESK;DRN;T2TD34;BDRX;
TRAN PAULIST;ON   N1;TRPL3;IGCX;
TRAN PAULIST;PN   N1;TRPL4;IBOV,IBRA,IBSD,IBXX,ICO2,IDIV,IEEX,IGCT,IGCX,ISEE,MLCX,UTIL;
TRANSOCEAN;DRN;RIGG34;BDRX;
TRISUL;ON   NM;TRIS3;IBRA,ICON,IGCT,IGCX,IGNM,IMOB,ITAG,SMLL;
TRIUNFO PART;ON   NM;TPIS3;IGCX,IGNM,ITAG;
TUPY;ON   NM;TUPY3;AGFS,IBRA,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
UBER TECH IN;DRN;U1BE34;BDRX;
ULTRAPAR;ON   NM;UGPA3;GPTW,IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
UNICASA;ON   NM;UCAS3;IGCX,IGNM,ITAG;
UNIFIQUE;ON   NM;FIQE3;IGCX,IGNM,ITAG;
UNILEVER;DRN;ULEV34;BDRX;
UNIPAR;PNB;UNIP6;IBRA,IDIV,IMAT,INDX,SMLL;
UNITEDHEALTH;DRN;UNHH34;BDRX;
UNITY SOFTWR;DRN;U2ST34;BDRX;
UPSTART HOLD;DRN;U2PS34;BDRX;
USIMINAS;ON   N1;USIM3;IGCX;
USIMINAS;PNA  N1;USIM5;IBOV,IBRA,IBXX,ICO2,IDIV,IGCT,IGCX,IMAT,INDX,ISEE,IVBX,SMLL;
VALE;ON   NM;VALE3;IBOV,IBRA,IBSD,IBXL,IBXX,IDIV,IDVR,IGCT,IGCX,IGNM,IMAT,ITAG,MLCX;
VALID;ON   NM;VLID3;IBRA,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
VAMOS;ON   NM;VAMO3;AGFS,IBOV,IBRA,IBXX,ICO2,ICON,IGCT,IGCX,IGNM,ISEE,ITAG,SMLL;
VERIZON;DRN;VERZ34;BDRX;
VESTE;ON   NM;VSTE3;IGCX,IGNM,ITAG;
VIBRA;ON   NM;VBBR3;IBOV,IBRA,IBSD,IBXL,IBXX,ICO2,IDVR,IGCT,IGCX,IGNM,ISEE,ITAG,IVBX,MLCX;
VISA INC;DRN;VISA34;BDRX;
VITTIA;ON   NM;VITT3;IGCX,IGNM,ITAG;
VIVARA S.A.;ON   NM;VIVA3;IBRA,IBXX,ICON,IDVR,IGCT,IGCX,IGNM,INDX,ITAG,SMLL;
VIVEO;ON   NM;VVEO3;IBRA,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,SMLL;
VIVER;ON   NM;VIVR3;IGCX,IGNM,ITAG;
VULCABRAS;ON   NM;VULC3;IBRA,ICON,IGCT,IGCX,IGNM,ITAG,SMLL;
WAL MART;DRN;WALM34;BDRX;
WALT DISNEY;DRN;DISB34;BDRX;
WDC NETWORKS;ON   NM;LVTC3;IGCX,IGNM,ITAG;
WEG;ON   NM;WEGE3;IBOV,IBRA,IBXL,IBXX,ICO2,IGCT,IGCX,IGNM,INDX,ISEE,ITAG,MLCX;
WELLS FARGO;DRN;WFCO34;BDRX;
WESTWING;ON   NM;WEST3;IGCX,IGNM,ITAG;
WILSON SONS;ON   NM;PORT3;IGCX,IGNM,ISEE,ITAG;
WIZ CO;ON   NM;WIZC3;GPTW,IBRA,IDIV,IFNC,IGCT,IGCX,IGNM,ITAG,SMLL;
YDUQS PART;ON   NM;YDUQ3;IBOV,IBRA,IBXX,ICO2,ICON,IDVR,IGCT,IGCX,IGNM,ITAG,IVBX,SMLL;
ZAMP S.A.;ON;ZAMP3;GPTW,IBRA,ICON,ITAG,SMLL;
ZOETIS INC;DRN;Z1TS34;BDRX;
ZOOM VIDEO;DRN;Z1OM34;BDRX;
